plot,xRel,yRel,D,WD,H
NB1,94.5,49.7,15.9154943091895,0.5575,22
NB1,98,49.4,27.6929600979898,0.591037654320988,30
NB1,99.7,54.1,15.278874536822,0.661833333333333,18
NB1,98,58.6,54.1126806512444,0.511571428571429,37
NB1,94.2,59.3,10.1859163578813,0.642510139437562,25
NB1,93,54.3,41.6985950900766,0.5912,35
NB1,91,56,10.5042262440651,0.713194444444445,10
NB1,90.3,58.2,10.3450713009732,0.64675625,15
NB1,83.5,57,16.5521140815571,0.742333333333333,18
NB1,81.9,58,15.4380294799138,0.570770833333333,17
NB1,82,51.6,10.8225361302489,0.642510139437562,10
NB1,81.9,62,10.1859163578813,0.656777272727273,9.5
NB1,82.6,65,19.0985931710274,0.8,25
NB1,90.2,63.4,15.9154943091895,0.742333333333333,21
NB1,88.5,64.8,10.3450713009732,0.819962424242424,18
NB1,88.4,72.7,41.3802852038928,0.547,30
NB1,93,68.8,17.6661986832004,0.656777272727273,12.5
NB1,93.3,70,14.0056349920868,0.86,9
NB1,95.2,64.7,30.398594130552,0.656777272727273,28
NB1,98,62,12.4140855611678,0.53,15
NB1,95.2,66.5,42.653524748628,0.470125,35
NB1,95.5,71.3,12.4140855611678,0.872933333333333,17
NB1,98,73,42.8126796917199,0.529666666666667,33
NB1,99.9,75,14.0056349920868,0.524666666666667,11
NB1,98.5,76.5,11.6183108457084,0.88,18
NB1,93.9,76.5,38.038031398963,0.485664743589744,32
NB1,93.2,79.2,10.663381187157,0.5796,15
NB1,89.2,78,60.4788783749202,0.656777272727273,40
NB1,84.6,79.6,33.422538049298,0.642510139437562,28
NB1,84,84.6,17.3478887970166,0.642510139437562,25
NB1,85.7,88.2,66.8450760985961,0.5912,41
NB1,98.1,81.9,13.687325105903,0.534375,20
NB1,98.4,82,12.095775674984,0.414333333333333,13
NB1,93,85.4,14.0056349920868,0.642510139437562,19
NB1,92.3,87.1,41.061975317709,0.88,30
NB1,90.8,91.5,41.3802852038928,0.642510139437562,37
NB1,85.7,92.3,20.0535228295788,0.88,27.5
NB1,92.2,95.7,17.0295789108328,0.57,17
NB1,94.3,98.2,13.2098602766273,0.524666666666667,18
NB1,96.7,99.4,10.8225361302489,0.697589743589744,9
NB1,98.1,94.2,71.3014145051691,0.656777272727273,45
NB1,84,95.2,11.9366207318922,0.642510139437562,15.5
NB1,80.2,95.6,10.3450713009732,0.653571428571429,13.5
NB1,82.7,98.5,12.4140855611678,0.6405,15
NB1,81.9,98.7,10.5042262440651,0.64675625,15
