"num","smthg","genus","Author","numAgain","family"
5997,NA,"Flaveria","Juss.",NA,"Compositae"
5998,NA,"Fleischmannia","Sch.Bip.",NA,"Compositae"
15920,NA,"Fleischmanniana","Sch.Bip.",5998,"Compositae"
5999,NA,"Fleischmanniopsis","R.M.King & H.Rob.",NA,"Compositae"
6000,NA,"Florestina","Cass.",NA,"Compositae"
6001,NA,"Floscaldasia","Cuatrec.",NA,"Compositae"
17125,NA,"Flosmutisia","Cuatrec.",NA,"Compositae"
6002,NA,"Flourensia","DC.",NA,"Compositae"
15921,NA,"Flyriella","R.M.King & H.Rob.",NA,"Compositae"
6003,NA,"Fontquera","Maire",6421,"Compositae"
6004,NA,"Formania","W.W.Sm. & Small",NA,"Compositae"
23184,NA,"Foveolina","Kallersjo",NA,"Compositae"
18645,NA,"Francoeuria","Cass.",6521,"Compositae"
25610,NA,"Franseria","Cav.",5621,"Compositae"
23185,NA,"Freya","V.M.Badillo",NA,"Compositae"
6005,NA,"Fulcaldea","Poir.",NA,"Compositae"
6006,NA,"Gaillardia","Foug.",NA,"Compositae"
6007,NA,"Galactites","Moench",NA,"Compositae"
24861,NA,"Galatella","(Cass.) Cass.",5671,"Compositae"
6008,NA,"Galeana","La Llave",NA,"Compositae"
14225,NA,"Galeomma","Rauschert",NA,"Compositae"
6009,NA,"Galinsoga","Ruiz & Pav.",NA,"Compositae"
24827,NA,"Gamochaeta","Wedd.",NA,"Compositae"
25530,NA,"Gamochaetopsis","Anderb. & Freire",NA,"Compositae"
6010,NA,"Garberia","A.Gray",NA,"Compositae"
17126,NA,"Garcibarrigoa","Cuatrec.",NA,"Compositae"
6011,NA,"Garcilassa","Poepp.",NA,"Compositae"
17127,NA,"Gardnerina","R.M.King & H.Rob.",NA,"Compositae"
6012,NA,"Garhadiolus","Jaub. & Spach",6537,"Compositae"
6013,NA,"Garuleum","Cass.",NA,"Compositae"
6014,NA,"Gazania","Gaertn.",NA,"Compositae"
23186,NA,"Gazaniopsis","C.Huber",NA,"Compositae"
6015,NA,"Geigeria","Griess.",NA,"Compositae"
6016,NA,"Geissolepis","B.L.Rob.",NA,"Compositae"
6017,NA,"Geissopappus","Benth.",NA,"Compositae"
24828,NA,"Geraea","Torr. & A.Gray",NA,"Compositae"
6018,NA,"Gerbera","L.",NA,"Compositae"
17128,NA,"Geropogon","L.",NA,"Compositae"
6019,NA,"Gibbaria","Cass.",NA,"Compositae"
6020,NA,"Gifola","Cass.",5994,"Compositae"
25712,NA,"Gilberta","Turcz.",NA,"Compositae"
6021,NA,"Gilruthia","Ewart",NA,"Compositae"
6022,NA,"Gladiopappus","Humbert",NA,"Compositae"
6023,NA,"Glaziovianthus","G.M.Barroso",17078,"Compositae"
6024,NA,"Glossarion","Maguire & Wurdack",NA,"Compositae"
6025,NA,"Glossocardia","Cass.",NA,"Compositae"
6026,NA,"Glossogyne","Cass.",6025,"Compositae"
17129,NA,"Glossopappus","Kunze",NA,"Compositae"
24862,NA,"Glycideras","DC.",6507,"Compositae"
6027,NA,"Glyptopleura","Eaton",NA,"Compositae"
6028,NA,"Gnaphaliothamnus","Kirp.",NA,"Compositae"
6029,NA,"Gnaphalium","L.",NA,"Compositae"
6030,NA,"Gnaphalodes","Mill.",5586,"Compositae"
6031,NA,"Gnephosis","Cass.",NA,"Compositae"
6032,NA,"Gochnatia","Kunth",NA,"Compositae"
6033,NA,"Goldmanella","Greenm.",NA,"Compositae"
17130,NA,"Gongrostylus","R.M.King & H.Rob.",NA,"Compositae"
6034,NA,"Gongrothamnus","Steetz",24824,"Compositae"
6035,NA,"Gongylolepis","R.H.Schomb.",NA,"Compositae"
6036,NA,"Goniocaulon","Cass.",NA,"Compositae"
16156,NA,"Gonospermum","Less.",NA,"Compositae"
6038,NA,"Gorceixia","Baker",NA,"Compositae"
6039,NA,"Gorteria","L.",NA,"Compositae"
6040,NA,"Gossweilera","S.Moore",NA,"Compositae"
17131,NA,"Goyazianthus","R.M.King & H.Rob.",NA,"Compositae"
17132,NA,"Graciela","Rzed.",6640,"Compositae"
6041,NA,"Grangea","Adans.",NA,"Compositae"
6042,NA,"Grangeopsis","Humbert",NA,"Compositae"
6043,NA,"Grantia","Boiss.",6155,"Compositae"
17133,NA,"Graphistylis","B.Nord.",NA,"Compositae"
6044,NA,"Gratwickia","F.Muell.",NA,"Compositae"
17134,NA,"Grauanthus","Fayed",NA,"Compositae"
17135,NA,"Grazielia","R.M.King & H.Rob.",NA,"Compositae"
6045,NA,"Greenella","A.Gray",6055,"Compositae"
6046,NA,"Greenmaniella","W.M.Sharp",NA,"Compositae"
6047,NA,"Grindelia","Willd.",NA,"Compositae"
17136,NA,"Grisebachianthus","R.M.King & H.Rob.",NA,"Compositae"
17137,NA,"Grosvenoria","R.M.King & H.Rob.",NA,"Compositae"
6048,NA,"Guaicaia","Maguire",6024,"Compositae"
6049,NA,"Guardiola","Cerv. ex Humb. & Bonpl.",NA,"Compositae"
6056,NA,"Guayania","R.M.King & H.Rob.",NA,"Compositae"
6050,NA,"Guerreroia","Merr.",6025,"Compositae"
17139,NA,"Guevaria","R.M.King & H.Rob.",NA,"Compositae"
6051,NA,"Guizotia","Cass.",NA,"Compositae"
6052,NA,"Gundelia","L.",NA,"Compositae"
6053,NA,"Gundlachia","A.Gray",NA,"Compositae"
6054,NA,"Gutenbergia","Sch.Bip.",NA,"Compositae"
6055,NA,"Gutierrezia","Lag.",NA,"Compositae"
24846,NA,"Gymnanthemum","Cass.",6733,"Compositae"
6057,NA,"Gymnarrhena","Desf.",NA,"Compositae"
17140,NA,"Gymnocondylus","R.M.King & H.Rob.",NA,"Compositae"
6058,NA,"Gymnocoronis","DC.",NA,"Compositae"
6059,NA,"Gymnodiscus","Less.",NA,"Compositae"
6060,NA,"Gymnolaena","(DC.) Rydb.",NA,"Compositae"
6061,NA,"Gymnolomia","Kunth",5668,"Compositae"
6062,NA,"Gymnopentzia","Benth.",NA,"Compositae"
6063,NA,"Gymnosperma","Less.",NA,"Compositae"
6064,NA,"Gymnostephium","Less.",NA,"Compositae"
17141,NA,"Gymnostyles","Juss.",6600,"Compositae"
6065,NA,"Gynoxys","Cass.",NA,"Compositae"
6066,NA,"Gynura","Cass.",NA,"Compositae"
6067,NA,"Gypothamnium","Phil.",NA,"Compositae"
17143,NA,"Gyptidium","R.M.King & H.Rob.",NA,"Compositae"
17142,NA,"Gyptis","(Cass.) Cass.",NA,"Compositae"
17144,NA,"Gyrodoma","Wild",NA,"Compositae"
6068,NA,"Haarera","Hutch. & E.A.Bruce",5965,"Compositae"
6069,NA,"Haastia","Hook.f.",NA,"Compositae"
24829,NA,"Haeckeria","F.Muell.",NA,"Compositae"
25451,NA,"Haegiela","P.S.Short",NA,"Compositae"
6070,NA,"Handelia","Heimerl",NA,"Compositae"
6071,NA,"Haplocalymma","S.F.Blake",NA,"Compositae"
6072,NA,"Haplocarpha","Less.",NA,"Compositae"
6073,NA,"Haploesthes","A.Gray",NA,"Compositae"
6074,NA,"Haplopappus","Cass.",NA,"Compositae"
6075,NA,"Haplostephium","Mart. ex DC.",NA,"Compositae"
6076,NA,"Haradjania","Rech.f.",6329,"Compositae"
6077,NA,"Harleya","S.F.Blake",NA,"Compositae"
6078,NA,"Harnackia","Urb.",NA,"Compositae"
17145,NA,"Harthamnus","H.Rob.",6473,"Compositae"
6079,NA,"Hartwrightia","A.Gray ex S.Watson",NA,"Compositae"
24840,NA,"Hasteola","Raf.",NA,"Compositae"
17146,NA,"Hatschbachiella","R.M.King & H.Rob.",NA,"Compositae"
24830,NA,"Hazardia","Greene",NA,"Compositae"
15922,NA,"Hebeclinium","DC.",NA,"Compositae"
6080,NA,"Hecastocleis","A.Gray",NA,"Compositae"
6081,NA,"Hedypnois","Mill.",NA,"Compositae"
6082,NA,"Helenium","L.",NA,"Compositae"
6083,NA,"Helianthella","Torr. & A.Gray",NA,"Compositae"
17147,NA,"Helianthopsis","H.Rob.",NA,"Compositae"
6084,NA,"Helianthus","L.",NA,"Compositae"
6085,NA,"Helichrysopsis","Kirp.",NA,"Compositae"
6086,NA,"Helichrysum","Mill.",NA,"Compositae"
17148,NA,"Heliocauta","Humphries",NA,"Compositae"
24866,NA,"Heliomeris","Nutt.",NA,"Compositae"
6087,NA,"Heliopsis","Pers.",NA,"Compositae"
6088,NA,"Helipterum","DC. ex Lindl.",24820,"Compositae"
24873,NA,"Helminthia","Juss.",6448,"Compositae"
6089,NA,"Helogyne","Nutt.",NA,"Compositae"
17149,NA,"Hemisteptia","Fisch. & C.A.Mey.",NA,"Compositae"
6090,NA,"Hemizonia","DC.",NA,"Compositae"
6091,NA,"Henricia","Cass.",6507,"Compositae"
17150,NA,"Henricksonia","B.L.Turner",NA,"Compositae"
6092,NA,"Heptanthus","Griseb.",NA,"Compositae"
6093,NA,"Herderia","Cass.",NA,"Compositae"
6094,NA,"Herodotia","Urb. & Ekman",NA,"Compositae"
6095,NA,"Herrickia","Wooton & Standl.",5671,"Compositae"
6096,NA,"Hertia","Less.",6384,"Compositae"
6097,NA,"Hesperomannia","A.Gray",NA,"Compositae"
6098,NA,"Hesperoseris","Skottsb.",5891,"Compositae"
6099,NA,"Heteracia","Fisch. & C.A.Mey.",NA,"Compositae"
17151,NA,"Heteranthemis","Schott",NA,"Compositae"
6100,NA,"Heterocoma","DC.",NA,"Compositae"
17152,NA,"Heterocondylus","R.M.King & H.Rob.",NA,"Compositae"
17153,NA,"Heterocypsela","H.Rob.",NA,"Compositae"
6101,NA,"Heteroderis","(Bunge) Boiss.",NA,"Compositae"
6102,NA,"Heterolepis","Cass.",NA,"Compositae"
6103,NA,"Heteromera","Pomel",NA,"Compositae"
6104,NA,"Heteromma","Benth.",NA,"Compositae"
6105,NA,"Heteropappus","Less.",NA,"Compositae"
6106,NA,"Heteroplexis","C.C.Chang",NA,"Compositae"
6107,NA,"Heterorhachis","Sch.Bip. ex Walp.",NA,"Compositae"
6108,NA,"Heterosperma","Cav.",NA,"Compositae"
6109,NA,"Heterothalamus","Less.",NA,"Compositae"
6110,NA,"Heterotheca","Cass.",NA,"Compositae"
6111,NA,"Heywoodiella","Svent. & Bramwell",6144,"Compositae"
6112,NA,"Hidalgoa","La Llave",NA,"Compositae"
6113,NA,"Hieracium","L.",NA,"Compositae"
23506,NA,"Hilliardia","B.Nord.",NA,"Compositae"
6114,NA,"Hinterhubera","Sch.Bip. ex Wedd.",NA,"Compositae"
6115,NA,"Hippia","L.",NA,"Compositae"
17154,NA,"Hippolytia","Poljakov",NA,"Compositae"
6116,NA,"Hirpicium","Cass.",NA,"Compositae"
6117,NA,"Hirschia","Baker",6155,"Compositae"
6118,NA,"Hispidella","Barnadez ex Lam.",NA,"Compositae"
6119,NA,"Hochstetteria","DC.",5899,"Compositae"
6120,NA,"Hoehnelia","Schweinf.",5972,"Compositae"
6121,NA,"Hoehnephytum","Cabrera",NA,"Compositae"
6122,NA,"Hoffmanniella","Schltr. ex Lawalree",NA,"Compositae"
6123,NA,"Hofmeisteria","Walp.",NA,"Compositae"
6124,NA,"Holocarpha","Greene",NA,"Compositae"
17155,NA,"Holocheilus","Cass.",NA,"Compositae"
6125,NA,"Hololeion","Kitam.",NA,"Compositae"
24847,NA,"Hololepis","DC.",6733,"Compositae"
6126,NA,"Holozonia","Greene",NA,"Compositae"
6127,NA,"Homognaphalium","Kirp.",6029,"Compositae"
6128,NA,"Homogyne","Cass.",NA,"Compositae"
6129,NA,"Hoplophyllum","DC.",NA,"Compositae"
6130,NA,"Huarpea","Cabrera",NA,"Compositae"
25212,NA,"Hubertia","Bory",NA,"Compositae"
17156,NA,"Hughesia","R.M.King & H.Rob.",NA,"Compositae"
6131,NA,"Hulsea","Torr. & A.Gray",NA,"Compositae"
23187,NA,"Hulteniella","Tzvelev",16155,"Compositae"
25775,NA,"Humeocline","Anderb.",NA,"Compositae"
6132,NA,"Hyalis","D.Don ex Hook. & Arn.",NA,"Compositae"
17157,NA,"Hyalochaete","Dittrich & Rech.f.",NA,"Compositae"
17159,NA,"Hyalochlamys","A.Gray",NA,"Compositae"
6133,NA,"Hyaloseris","Griseb.",NA,"Compositae"
24803,NA,"Hyalosperma","Steetz",NA,"Compositae"
17158,NA,"Hybridella","Cass.",NA,"Compositae"
24877,NA,"Hydrodyssodia","B.L.Turner",NA,"Compositae"
25213,NA,"Hydroidea","P.O.Karis",NA,"Compositae"
6134,NA,"Hydropectis","Rydb.",NA,"Compositae"
25106,NA,"Hymenatherum","Cass.",5929,"Compositae"
17160,NA,"Hymenocephalus","Jaub. & Spach",NA,"Compositae"
6135,NA,"Hymenoclea","Torr. & A.Gray",NA,"Compositae"
17161,NA,"Hymenolepis","Cass.",NA,"Compositae"
6136,NA,"Hymenonema","Cass.",NA,"Compositae"
6137,NA,"Hymenopappus","L'Her.",NA,"Compositae"
16203,NA,"Hymenostemma","Kunze ex Willk.",NA,"Compositae"
6138,NA,"Hymenostephium","Benth.",NA,"Compositae"
6139,NA,"Hymenothrix","A.Gray",NA,"Compositae"
6140,NA,"Hymenoxys","Cass.",NA,"Compositae"
6141,NA,"Hyoseris","L.",NA,"Compositae"
18652,NA,"Hypacanthium","Juz.",NA,"Compositae"
6142,NA,"Hypelichrysum","Kirp.",NA,"Compositae"
6143,NA,"Hypericophyllum","Steetz",NA,"Compositae"
6144,NA,"Hypochaeris","L.",NA,"Compositae"
18639,NA,"Hypochoeris","L.",6144,"Compositae"
6145,NA,"Hysterionica","Willd.",NA,"Compositae"
6146,NA,"Hystrichophora","Mattf.",NA,"Compositae"
6147,NA,"Ichthyothere","Mart.",NA,"Compositae"
17163,NA,"Idiothamnus","R.M.King & H.Rob.",NA,"Compositae"
6148,NA,"Ifloga","Cass.",NA,"Compositae"
14829,NA,"Ighermia","Wiklund",NA,"Compositae"
6149,NA,"Iltisia","S.F.Blake",NA,"Compositae"
17164,NA,"Imeria","R.M.King & H.Rob.",NA,"Compositae"
6150,NA,"Inezia","E.Phillips",NA,"Compositae"
6151,NA,"Inula","L.",NA,"Compositae"
17165,NA,"Inulanthera","Kallersjo",NA,"Compositae"
6152,NA,"Inyonia","M.E.Jones",6496,"Compositae"
25214,NA,"Iocenes","B.Nord.",NA,"Compositae"
6153,NA,"Iodocephalus","Thorel ex Gagnep.",NA,"Compositae"
25802,NA,"Iogeton","Strother",NA,"Compositae"
6154,NA,"Iostephane","Benth.",NA,"Compositae"
6155,NA,"Iphiona","Cass.",NA,"Compositae"
17166,NA,"Iphionopsis","Anderb.",NA,"Compositae"
24832,NA,"Iranecio","B.Nord.",NA,"Compositae"
17167,NA,"Irwinia","Barroso",NA,"Compositae"
6156,NA,"Ischnea","F.Muell.",NA,"Compositae"
6157,NA,"Isocarpha","R.Br.",NA,"Compositae"
6158,NA,"Isocoma","Nutt.",NA,"Compositae"
6159,NA,"Isoetopsis","Turcz.",NA,"Compositae"
24833,NA,"Isopappus","Torr. & A.Gray",NA,"Compositae"
6160,NA,"Isostigma","Less.",NA,"Compositae"
6161,NA,"Iva","L.",NA,"Compositae"
6162,NA,"Ixeridium","(A.Gray) Tzvelev",NA,"Compositae"
6163,NA,"Ixeris","(Cass.) Cass.",NA,"Compositae"
17168,NA,"Ixiochlamys","F.Muell. & Sond.",NA,"Compositae"
6164,NA,"Ixiolaena","Benth.",NA,"Compositae"
6165,NA,"Ixodia","R.Br.",NA,"Compositae"
17169,NA,"Jacmaia","B.Nord.",NA,"Compositae"
6166,NA,"Jaegeria","Kunth",NA,"Compositae"
17170,NA,"Jalcophila","Dillon & Sagast.",NA,"Compositae"
23518,NA,"Jaliscoa","S.Watson",NA,"Compositae"
6168,NA,"Jamesianthus","S.F.Blake & Sherff",NA,"Compositae"
17171,NA,"Jaramilloa","R.M.King & H.Rob.",NA,"Compositae"
6169,NA,"Jasonia","(Cass.) Cass.",NA,"Compositae"
6170,NA,"Jaumea","Pers.",NA,"Compositae"
25803,NA,"Jefea","Strother",NA,"Compositae"
17172,NA,"Jeffreya","Wild",NA,"Compositae"
25448,NA,"Joseanthus","H.Rob.",6733,"Compositae"
6171,NA,"Jungia","L.f.",NA,"Compositae"
6172,NA,"Jurinea","Cass.",NA,"Compositae"
24871,NA,"Jurinella","Jaub. & Spach",6172,"Compositae"
24834,NA,"Kalimeris","(Cass.) Cass.",NA,"Compositae"
23517,NA,"Kanimia","Gardner",6303,"Compositae"
16157,NA,"Karelinia","Less.",NA,"Compositae"
6173,NA,"Karvandarina","Rech.f.",NA,"Compositae"
6174,NA,"Kaschgaria","Poljakov",NA,"Compositae"
17173,NA,"Kaunia","R.M.King & H.Rob.",NA,"Compositae"
6175,NA,"Keysseria","Lauterb.",NA,"Compositae"
24269,NA,"Kinghamia","C.Jeffrey",NA,"Compositae"
17174,NA,"Kingianthus","H.Rob.",NA,"Compositae"
17175,NA,"Kippistia","F.Muell.",NA,"Compositae"
6176,NA,"Kirkianella","Allan",NA,"Compositae"
25442,NA,"Kitamuraea","Rauschert",5671,"Compositae"
25441,NA,"Kitamuraster","Sojak",5671,"Compositae"
6177,NA,"Kleinia","Mill.",NA,"Compositae"
16028,NA,"Koanophyllon","Arruda",NA,"Compositae"
15923,NA,"Koanophyllum","Arruda",16028,"Compositae"
6178,NA,"Koechlea","Endl.",6520,"Compositae"
6179,NA,"Koehneola","Urb.",NA,"Compositae"
6180,NA,"Koelpinia","Pall.",NA,"Compositae"
6181,NA,"Kremeria","Durieu",16205,"Compositae"
6182,NA,"Krigia","Schreb.",NA,"Compositae"
6183,NA,"Kuhnia","L.",5740,"Compositae"
15924,NA,"Kyrsteniopsis","R.M.King & H.Rob.",NA,"Compositae"
17176,NA,"Lachanodes","DC.",NA,"Compositae"
6184,NA,"Lachnophyllum","Bunge",NA,"Compositae"
6185,NA,"Lachnorhiza","A.Rich.",NA,"Compositae"
6186,NA,"Lachnospermum","Willd.",NA,"Compositae"
6187,NA,"Laciala","Kuntze",6569,"Compositae"
6188,NA,"Lactuca","L.",NA,"Compositae"
6189,NA,"Lactucosonchus","(Sch.Bip.) Svent.",NA,"Compositae"
17177,NA,"Laennecia","Cass.",NA,"Compositae"
6190,NA,"Laestadia","Kunth ex Less.",NA,"Compositae"
6191,NA,"Lagascea","Cav.",NA,"Compositae"
24874,NA,"Lagedium","Sojak",17202,"Compositae"
15925,NA,"Lagenifera","Cass.",6192,"Compositae"
6192,NA,"Lagenophora","Cass.",NA,"Compositae"
6193,NA,"Laggera","Sch.Bip. ex Benth.",NA,"Compositae"
6194,NA,"Lagophylla","Nutt.",NA,"Compositae"
25107,NA,"Lagoseris","M.Bieb.",5861,"Compositae"
6195,NA,"Lamprachaenium","Benth.",NA,"Compositae"
17178,NA,"Lamprocephalus","B.Nord.",NA,"Compositae"
6196,NA,"Lamyropappus","Knorring & Tamamsch.",NA,"Compositae"
6197,NA,"Lamyropsis","(Kharadze) Dittrich",NA,"Compositae"
6198,NA,"Landtia","Less.",6072,"Compositae"
25776,NA,"Langebergia","Anderb.",NA,"Compositae"
6199,NA,"Lantanopsis","C.Wright",NA,"Compositae"
6200,NA,"Laphamia","A.Gray",6419,"Compositae"
6201,NA,"Lapsana","L.",NA,"Compositae"
6202,NA,"Lasallea","Greene",5671,"Compositae"
15926,NA,"Lasianthaea","DC.",NA,"Compositae"
17179,NA,"Lasiocephalus","Schltdl.",NA,"Compositae"
6203,NA,"Lasiocoma","Bolus",5980,"Compositae"
17180,NA,"Lasiolaena","R.M.King & H.Rob.",NA,"Compositae"
6204,NA,"Lasiopogon","Cass.",NA,"Compositae"
6205,NA,"Lasiospermum","Lag.",NA,"Compositae"
6206,NA,"Lasthenia","Cass.",NA,"Compositae"
6207,NA,"Launaea","Cass.",NA,"Compositae"
25777,NA,"Lawrencella","Lindl.",NA,"Compositae"
6208,NA,"Layia","Hook. & Arn. ex DC.",NA,"Compositae"
6209,NA,"Lebetina","Cass.",16809,"Compositae"
6210,NA,"Lecocarpus","Decne.",NA,"Compositae"
6211,NA,"Leibnitzia","Cass.",NA,"Compositae"
6212,NA,"Leiboldia","Schltdl. ex Gleason",NA,"Compositae"
6213,NA,"Lembertia","Greene",NA,"Compositae"
25450,NA,"Lemooria","P.S.Short",NA,"Compositae"
6214,NA,"Leontodon","L.",NA,"Compositae"
6215,NA,"Leontonyx","Cass.",6086,"Compositae"
6216,NA,"Leontopodium","(Pers.) R.Br. ex Cass.",NA,"Compositae"
24848,NA,"Lepidaploa","(Cass.) Cass.",6733,"Compositae"
6217,NA,"Lepidesmia","Klatt",NA,"Compositae"
6218,NA,"Lepidolopha","C.Winkl.",NA,"Compositae"
6219,NA,"Lepidolopsis","Poljakov",NA,"Compositae"
6220,NA,"Lepidonia","S.F.Blake",NA,"Compositae"
6221,NA,"Lepidophorum","Neck. ex DC.",NA,"Compositae"
6222,NA,"Lepidophyllum","Cass.",NA,"Compositae"
6223,NA,"Lepidospartum","(A.Gray) A.Gray",NA,"Compositae"
6224,NA,"Lepidostephium","Oliv.",NA,"Compositae"
24835,NA,"Leptinella","Cass.",NA,"Compositae"
6225,NA,"Leptocarpha","DC.",NA,"Compositae"
6226,NA,"Leptoclinium","(Nutt.) Benth.",NA,"Compositae"
6227,NA,"Leptopharynx","Rydb.",6419,"Compositae"
6228,NA,"Leptorhynchos","Less.",NA,"Compositae"
25778,NA,"Leptotriche","Turcz.",NA,"Compositae"
6229,NA,"Lescaillea","Griseb.",NA,"Compositae"
6230,NA,"Lessingia","Cham.",NA,"Compositae"
24851,NA,"Lessingianthus","H.Rob.",6733,"Compositae"
6231,NA,"Leto","Phil.",6089,"Compositae"
6232,NA,"Leucactinia","Rydb.",NA,"Compositae"
6233,NA,"Leucampyx","A.Gray ex Benth.",6137,"Compositae"
17181,NA,"Leucanthemella","Tzvelev",NA,"Compositae"
16204,NA,"Leucanthemopsis","(Giroux) Heywood",NA,"Compositae"
16205,NA,"Leucanthemum","Mill.",NA,"Compositae"
6234,NA,"Leucelene","Greene",5794,"Compositae"
6235,NA,"Leucheria","Lag.",NA,"Compositae"
6236,NA,"Leuciva","Rydb.",6161,"Compositae"
25353,NA,"Leucoblepharis","Arn.",NA,"Compositae"
17182,NA,"Leucocyclus","Boiss.",NA,"Compositae"
6237,NA,"Leucogenes","Beauverd",NA,"Compositae"
25108,NA,"Leucomeris","D.Don",6032,"Compositae"
6238,NA,"Leucopholis","Gardner",5806,"Compositae"
6239,NA,"Leucopsis","(DC.) Baker",NA,"Compositae"
17183,NA,"Leucoptera","B.Nord.",NA,"Compositae"
6240,NA,"Leucosyris","Greene",5671,"Compositae"
6241,NA,"Leunisia","Phil.",NA,"Compositae"
6242,NA,"Leuzea","DC.",NA,"Compositae"
6243,NA,"Leveillea","Vaniot",5718,"Compositae"
6244,NA,"Leysera","L.",NA,"Compositae"
15927,NA,"Liabellum","Rydb.",15936,"Compositae"
6245,NA,"Liabum","Adans.",NA,"Compositae"
6246,NA,"Liatris","Gaertn. ex Schreb.",NA,"Compositae"
17184,NA,"Libanothamnus","Ernst",NA,"Compositae"
6247,NA,"Lidbeckia","Bergius",NA,"Compositae"
6248,NA,"Lifago","Schweinf. & Muschl.",NA,"Compositae"
6249,NA,"Ligularia","Cass.",NA,"Compositae"
24865,NA,"Limbarda","Adans.",NA,"Compositae"
6250,NA,"Lindheimera","A.Gray & Engelm.",NA,"Compositae"
6251,NA,"Lipochaeta","DC.",NA,"Compositae"
6252,NA,"Lipskyella","Juz.",NA,"Compositae"
17185,NA,"Litothamnus","R.M.King & H.Rob.",NA,"Compositae"
6253,NA,"Litrisa","Small",NA,"Compositae"
6254,NA,"Llerasia","Triana",NA,"Compositae"
16206,NA,"Logfia","Cass.",NA,"Compositae"
23511,NA,"Lomatozona","Baker",NA,"Compositae"
6256,NA,"Lonas","Adans.",NA,"Compositae"
6257,NA,"Lopholaena","DC.",NA,"Compositae"
6258,NA,"Lophopappus","Rusby",NA,"Compositae"
14276,NA,"Lordhowea","B.Nord.",NA,"Compositae"
17186,NA,"Lorentzianthus","R.M.King & H.Rob.",NA,"Compositae"
6259,NA,"Loricaria","Wedd.",NA,"Compositae"
17187,NA,"Lourteigia","R.M.King & H.Rob.",NA,"Compositae"
6260,NA,"Loxothysanus","B.L.Rob.",NA,"Compositae"
6261,NA,"Lucilia","Cass.",NA,"Compositae"
25531,NA,"Luciliocline","Anderb. & Freire",NA,"Compositae"
6262,NA,"Luciliopsis","Wedd.",5793,"Compositae"
16158,NA,"Lugoa","DC.",NA,"Compositae"
6263,NA,"Luina","Benth.",NA,"Compositae"
17188,NA,"Lulia","Zardini",NA,"Compositae"
16029,NA,"Lundellianthus","H.Rob.",NA,"Compositae"
17189,NA,"Lycapsus","Phil.",NA,"Compositae"
6264,NA,"Lychnophora","Mart.",NA,"Compositae"
6265,NA,"Lychnophoriopsis","Sch.Bip.",6264,"Compositae"
6266,NA,"Lycoseris","Cass.",NA,"Compositae"
6267,NA,"Lygodesmia","D.Don",NA,"Compositae"
17190,NA,"Macdougalia","A.Heller",NA,"Compositae"
6268,NA,"Machaeranthera","Nees",NA,"Compositae"
6269,NA,"Macowania","Oliv.",NA,"Compositae"
6270,NA,"Macrachaenium","Hook.f.",NA,"Compositae"
17191,NA,"Macraea","Hook.f.",NA,"Compositae"
6271,NA,"Macroclinidium","Maxim.",NA,"Compositae"
24836,NA,"Macronema","Nutt.",15919,"Compositae"
17192,NA,"Macropodina","R.M.King & H.Rob.",NA,"Compositae"
6272,NA,"Macvaughiella","R.M.King & H.Rob.",NA,"Compositae"
6273,NA,"Madia","Molina",NA,"Compositae"
6274,NA,"Mairia","Nees",NA,"Compositae"
6275,NA,"Malacothrix","DC.",NA,"Compositae"
6276,NA,"Mallotopus","Franch. & Sav.",5656,"Compositae"
17193,NA,"Malmeanthus","R.M.King & H.Rob.",NA,"Compositae"
6277,NA,"Malperia","S.Watson",NA,"Compositae"
6278,NA,"Mantisalca","Cass.",NA,"Compositae"
6279,NA,"Marasmodes","DC.",NA,"Compositae"
6280,NA,"Marshallia","Schreb.",NA,"Compositae"
17194,NA,"Marshalljohnstonia","Henr.",NA,"Compositae"
17195,NA,"Marticorenia","Crisci",NA,"Compositae"
6281,NA,"Matricaria","L.",NA,"Compositae"
17196,NA,"Mattfeldanthus","H.Rob. & R.M.King",NA,"Compositae"
6282,NA,"Mattfeldia","Urb.",NA,"Compositae"
17197,NA,"Matudina","R.M.King & H.Rob.",NA,"Compositae"
17198,NA,"Mausolea","Poljakov",NA,"Compositae"
6283,NA,"Mecomischus","Coss. ex Benth.",NA,"Compositae"
6284,NA,"Megalodonta","Greene",NA,"Compositae"
6285,NA,"Melampodium","L.",NA,"Compositae"
6286,NA,"Melanodendron","DC.",NA,"Compositae"
6287,NA,"Melanthera","Rohr",NA,"Compositae"
6288,NA,"Merrittia","Merr.",5718,"Compositae"
6289,NA,"Metalasia","R.Br.",NA,"Compositae"
15928,NA,"Metastevia","Grashoff",NA,"Compositae"
25216,NA,"Mexerion","G.L.Nesom",NA,"Compositae"
6290,NA,"Mexianthus","B.L.Rob.",NA,"Compositae"
17199,NA,"Micractis","DC.",NA,"Compositae"
6291,NA,"Microbahia","Cockerell",6655,"Compositae"
6292,NA,"Microcephala","Pobed.",NA,"Compositae"
16159,NA,"Microderis","A.DC.",6214,"Compositae"
6293,NA,"Microglossa","DC.",NA,"Compositae"
17200,NA,"Microgynella","Grau",NA,"Compositae"
6294,NA,"Microlecane","Sch.Bip. ex Benth.",5709,"Compositae"
6295,NA,"Microliabum","Cabrera",NA,"Compositae"
6296,NA,"Microlonchoides","Candargy",6172,"Compositae"
6297,NA,"Micropsis","DC.",NA,"Compositae"
6298,NA,"Micropus","L.",NA,"Compositae"
6299,NA,"Microseris","D.Don",NA,"Compositae"
