"num","smthg","genus","Author","numAgain","family"
24904,NA,"Acanthodium","Delile",8834,"Acanthaceae"
8801,NA,"Acanthopale","C.B.Clarke",NA,"Acanthaceae"
8802,NA,"Acanthopsis","Harv.",NA,"Acanthaceae"
15961,NA,"Acanthostelma","Bidgood & Brummitt",NA,"Acanthaceae"
8803,NA,"Acanthura","Lindau",NA,"Acanthaceae"
8804,NA,"Acanthus","L.",NA,"Acanthaceae"
20529,NA,"Acelica","Rizzini",8942,"Acanthaceae"
8805,NA,"Achyrocalyx","Benoist",NA,"Acanthaceae"
25483,NA,"Adelaster","Lindl. ex Veitch",8908,"Acanthaceae"
8806,NA,"Adenacanthus","Nees",9075,"Acanthaceae"
8807,NA,"Adenostachya","Bremek.",9075,"Acanthaceae"
16180,NA,"Adhatoda","Mill.",8942,"Acanthaceae"
8808,NA,"Aechmanthera","Nees",NA,"Acanthaceae"
8809,NA,"Afrofittonia","Lindau",NA,"Acanthaceae"
15974,NA,"Afromendoncia","Gilg ex Lindau",8972,"Acanthaceae"
24940,NA,"Amathea","Raf.",8822,"Acanthaceae"
8810,NA,"Ambongia","Benoist",NA,"Acanthaceae"
24906,NA,"Amphiestes","S.Moore",8935,"Acanthaceae"
20530,NA,"Amphiscopia","Nees",8942,"Acanthaceae"
20539,NA,"Ancalanthus","Balf.f.",8815,"Acanthaceae"
8811,NA,"Ancistranthus","Lindau",NA,"Acanthaceae"
8812,NA,"Ancylacanthus","Lindau",9028,"Acanthaceae"
8813,NA,"Androcentrum","Lem.",8838,"Acanthaceae"
8814,NA,"Andrographis","Wall. ex Nees",NA,"Acanthaceae"
8815,NA,"Angkalanthus","Balf.f.",NA,"Acanthaceae"
8816,NA,"Anisacanthus","Nees",NA,"Acanthaceae"
8817,NA,"Anisosepalum","E.Hossain",NA,"Acanthaceae"
20531,NA,"Anisostachya","Nees",8942,"Acanthaceae"
8818,NA,"Anisotes","Nees",NA,"Acanthaceae"
8819,NA,"Anomacanthus","R.D.Good",NA,"Acanthaceae"
8820,NA,"Anthacanthus","Nees",NA,"Acanthaceae"
20519,NA,"Antheliacanthus","Ridl.",9020,"Acanthaceae"
8821,NA,"Apassalus","Kobuski",NA,"Acanthaceae"
20518,NA,"Aphanandrium","Lindau",8982,"Acanthaceae"
22324,NA,"Aphanosperma","T.F.Daniel",NA,"Acanthaceae"
8822,NA,"Aphelandra","R.Br.",NA,"Acanthaceae"
8823,NA,"Aphelandrella","Mildbr.",NA,"Acanthaceae"
24941,NA,"Aphragmia","Nees",9037,"Acanthaceae"
24942,NA,"Apolepsis","(Blume) Hassk.",8952,"Acanthaceae"
20499,NA,"Arrhostoxylum","Nees",9037,"Acanthaceae"
8824,NA,"Ascotheca","Heine",NA,"Acanthaceae"
20493,NA,"Asteracantha","Nees",8933,"Acanthaceae"
8825,NA,"Asystasia","Blume",NA,"Acanthaceae"
20517,NA,"Asystasiella","Lindau",NA,"Acanthaceae"
8826,NA,"Aulojusticia","Lindau",8942,"Acanthaceae"
15193,NA,"Averia","Leonard",8942,"Acanthaceae"
8827,NA,"Ballochia","Balf.f.",NA,"Acanthaceae"
8828,NA,"Baphicacanthus","Bremek.",9075,"Acanthaceae"
8829,NA,"Barleria","L.",NA,"Acanthaceae"
20511,NA,"Barleriacanthus","Oerst.",8829,"Acanthaceae"
20509,NA,"Barlerianthus","Oerst.",8829,"Acanthaceae"
8830,NA,"Barleriola","Oerst.",NA,"Acanthaceae"
20510,NA,"Barleriosiphon","Oerst.",8829,"Acanthaceae"
20514,NA,"Barlerites","Oerst.",8829,"Acanthaceae"
20532,NA,"Beloperone","Nees",8942,"Acanthaceae"
8831,NA,"Benoicanthus","Heine & A.Raynal",NA,"Acanthaceae"
20533,NA,"Bentia","Rolfe",8942,"Acanthaceae"
8832,NA,"Berginia","Harv.",8930,"Acanthaceae"
8833,NA,"Blechum","P.Browne",NA,"Acanthaceae"
24908,NA,"Blepharacanthus","Nees ex Lindl.",8834,"Acanthaceae"
8834,NA,"Blepharis","Juss.",NA,"Acanthaceae"
8835,NA,"Borneacanthus","Bremek.",NA,"Acanthaceae"
8836,NA,"Boutonia","DC.",NA,"Acanthaceae"
8837,NA,"Brachystephanus","Nees",NA,"Acanthaceae"
8838,NA,"Bravaisia","DC.",NA,"Acanthaceae"
14176,NA,"Bremekampia","Sreem.",22085,"Acanthaceae"
8839,NA,"Brillantaisia","P.Beauv.",NA,"Acanthaceae"
24969,NA,"Brochosiphon","Nees",8883,"Acanthaceae"
22083,NA,"Brunoniella","Bremek.",NA,"Acanthaceae"
8840,NA,"Buceragenia","Greenm.",NA,"Acanthaceae"
24911,NA,"Butayea","De Wild.",9052,"Acanthaceae"
8841,NA,"Buteraea","Nees",9075,"Acanthaceae"
8842,NA,"Calacanthus","T.Anderson ex Benth.",NA,"Acanthaceae"
24912,NA,"Calliaspidia","Bremek.",8942,"Acanthaceae"
20496,NA,"Calophanes","D.Don",8895,"Acanthaceae"
8843,NA,"Calophanoides","(C.B.Clarke) Ridl.",8942,"Acanthaceae"
8844,NA,"Calycacanthus","K.Schum.",NA,"Acanthaceae"
8845,NA,"Calymmostachya","Bremek.",8942,"Acanthaceae"
8846,NA,"Camarotea","Scott-Elliot",NA,"Acanthaceae"
20494,NA,"Cardanthera","Buch.-Ham. ex Benth.",8933,"Acanthaceae"
8847,NA,"Cardiacanthus","Nees & Schauer",8848,"Acanthaceae"
8848,NA,"Carlowrightia","A.Gray",NA,"Acanthaceae"
8849,NA,"Carvia","Bremek.",9075,"Acanthaceae"
8850,NA,"Celerina","Benoist",NA,"Acanthaceae"
8851,NA,"Centrilla","Lindau",NA,"Acanthaceae"
8852,NA,"Cephalacanthus","Lindau",NA,"Acanthaceae"
8853,NA,"Chaetacanthus","Nees",NA,"Acanthaceae"
8854,NA,"Chaetochlamys","Lindau",8942,"Acanthaceae"
8855,NA,"Chaetothylax","Nees",8942,"Acanthaceae"
24970,NA,"Chaetothylopsis","Oerst.",8942,"Acanthaceae"
8856,NA,"Chalarothyrsus","Lindau",NA,"Acanthaceae"
8858,NA,"Chamaeranthemum","Nees",NA,"Acanthaceae"
8859,NA,"Championella","Bremek.",9075,"Acanthaceae"
24905,NA,"Cheilopsis","Moq.",8804,"Acanthaceae"
8860,NA,"Chileranthemum","Oerst.",NA,"Acanthaceae"
24971,NA,"Chiloglossa","Oerst.",8942,"Acanthaceae"
8861,NA,"Chingiacanthus","Hand.-Mazz.",8937,"Acanthaceae"
8862,NA,"Chlamydacanthus","Lindau",NA,"Acanthaceae"
8863,NA,"Chlamydocardia","Lindau",NA,"Acanthaceae"
14199,NA,"Chlamydostachya","Mildbr.",NA,"Acanthaceae"
20520,NA,"Chrestienia","Montrouz.",9020,"Acanthaceae"
8864,NA,"Chroesthes","Benoist",NA,"Acanthaceae"
8865,NA,"Clinacanthus","Nees",NA,"Acanthaceae"
8866,NA,"Clistax","Mart.",NA,"Acanthaceae"
8867,NA,"Codonacanthus","Nees",NA,"Acanthaceae"
8868,NA,"Conocalyx","Benoist",NA,"Acanthaceae"
24420,NA,"Copioglossa","Miers",9037,"Acanthaceae"
8869,NA,"Corymbostachys","Lindau",8942,"Acanthaceae"
8870,NA,"Cosmianthemum","Bremek.",NA,"Acanthaceae"
8871,NA,"Crabbea","Harv.",NA,"Acanthaceae"
24924,NA,"Croftia","Small",8848,"Acanthaceae"
8872,NA,"Crossandra","Salisb.",NA,"Acanthaceae"
8873,NA,"Crossandrella","C.B.Clarke",NA,"Acanthaceae"
20521,NA,"Cryptophragmium","Nees",8918,"Acanthaceae"
8874,NA,"Ctenopaepale","Bremek.",9075,"Acanthaceae"
8875,NA,"Cyclacanthus","S.Moore",NA,"Acanthaceae"
8876,NA,"Cylindrosolenium","Lindau",NA,"Acanthaceae"
8877,NA,"Cyphacanthus","Leonard",NA,"Acanthaceae"
20534,NA,"Cyphisia","Rizzini",8942,"Acanthaceae"
20983,NA,"Cyrtanthera","Nees",8942,"Acanthaceae"
24972,NA,"Cyrtantherella","Oerst.",8942,"Acanthaceae"
8878,NA,"Cystacanthus","T.Anderson",NA,"Acanthaceae"
25196,NA,"Dactylostegium","Nees",8883,"Acanthaceae"
20503,NA,"Daedalacanthus","T.Anderson",8904,"Acanthaceae"
8879,NA,"Danguya","Benoist",NA,"Acanthaceae"
8880,NA,"Dasytropis","Urb.",NA,"Acanthaceae"
17374,NA,"Delphinacanthus","Benoist",9022,"Acanthaceae"
17501,NA,"Dianthera","L.",8942,"Acanthaceae"
25197,NA,"Diateinacanthus","Lindau",8986,"Acanthaceae"
24907,NA,"Dicentranthera","T.Anderson",8825,"Acanthaceae"
8881,NA,"Dichazothece","Lindau",NA,"Acanthaceae"
8882,NA,"Dicladanthera","F.Muell.",NA,"Acanthaceae"
8883,NA,"Dicliptera","Juss.",NA,"Acanthaceae"
20512,NA,"Dicranacanthus","Oerst.",8829,"Acanthaceae"
8884,NA,"Didyplosandra","Wight ex Bremek.",9075,"Acanthaceae"
8885,NA,"Diflugossa","Bremek.",9075,"Acanthaceae"
24973,NA,"Dimanisa","Raf.",8942,"Acanthaceae"
8886,NA,"Dinteracanthus","C.B.Clarke ex Schinz",9037,"Acanthaceae"
8887,NA,"Diotacanthus","Benth.",NA,"Acanthaceae"
8888,NA,"Dipteracanthus","Nees",9037,"Acanthaceae"
8889,NA,"Dischistocalyx","T.Anderson ex Benth.",NA,"Acanthaceae"
16181,NA,"Disperma","J.F.Gmel.",8894,"Acanthaceae"
22084,NA,"Distichocalyx","Benth.",8889,"Acanthaceae"
8890,NA,"Ditrichospermum","Bremek.",9075,"Acanthaceae"
8891,NA,"Dolichostachys","Benoist",NA,"Acanthaceae"
8892,NA,"Dossifluga","Bremek.",9075,"Acanthaceae"
8893,NA,"Drejera","Nees",NA,"Acanthaceae"
16182,NA,"Drejerella","Lindau",8942,"Acanthaceae"
8894,NA,"Duosperma","Dayton",NA,"Acanthaceae"
24974,NA,"Duvernoia","E.Mey. ex Nees",8942,"Acanthaceae"
8895,NA,"Dyschoriste","Nees",NA,"Acanthaceae"
24975,NA,"Dyspemptemorion","Bremek.",8942,"Acanthaceae"
20491,NA,"Ebermaiera","Nees",9064,"Acanthaceae"
8896,NA,"Ecbolium","Kurz",NA,"Acanthaceae"
8897,NA,"Echinacanthus","Nees",NA,"Acanthaceae"
8898,NA,"Echinopaepale","Bremek.",9075,"Acanthaceae"
20538,NA,"Ecteinanthus","T.Anderson",8937,"Acanthaceae"
8899,NA,"Elytraria","Michx.",NA,"Acanthaceae"
24976,NA,"Emularia","Raf.",8942,"Acanthaceae"
8900,NA,"Encephalosphaera","Lindau",NA,"Acanthaceae"
8901,NA,"Endopogon","Nees",9075,"Acanthaceae"
8902,NA,"Endosiphon","T.Anderson ex Benth.",9037,"Acanthaceae"
8903,NA,"Epiclastopelma","Lindau",NA,"Acanthaceae"
8904,NA,"Eranthemum","L.",NA,"Acanthaceae"
8905,NA,"Eremomastax","Lindau",NA,"Acanthaceae"
25198,NA,"Eriostrobilus","Bremek.",9075,"Acanthaceae"
24913,NA,"Erythracanthus","Nees",9064,"Acanthaceae"
24977,NA,"Ethesia","Raf.",8942,"Acanthaceae"
8906,NA,"Eusiphon","Benoist",NA,"Acanthaceae"
8907,NA,"Filetia","Miq.",NA,"Acanthaceae"
8908,NA,"Fittonia","Coem.",NA,"Acanthaceae"
8909,NA,"Forcipella","Baill.",NA,"Acanthaceae"
20528,NA,"Forsythiopsis","Baker",8988,"Acanthaceae"
24978,NA,"Gantelbua","Bremek.",8925,"Acanthaceae"
8910,NA,"Gastranthus","Moritz ex Benth. & Hook.",9069,"Acanthaceae"
24979,NA,"Gatesia","A.Gray",9111,"Acanthaceae"
8911,NA,"Geissomeria","Lindl.",NA,"Acanthaceae"
24914,NA,"Gendarussa","Nees",8942,"Acanthaceae"
8320,NA,"Gerardia","Benth.",9067,"Acanthaceae"
20490,NA,"Gilletiella","De Wild. & T.Durand",8819,"Acanthaceae"
8912,NA,"Glockeria","Nees",8920,"Acanthaceae"
24981,NA,"Glosarithys","Rizzini",8942,"Acanthaceae"
8913,NA,"Glossochilus","Nees",NA,"Acanthaceae"
24980,NA,"Golaea","Chiov.",NA,"Acanthaceae"
8914,NA,"Goldfussia","Nees",9075,"Acanthaceae"
8915,NA,"Graphandra","J.B.Imlay",NA,"Acanthaceae"
8916,NA,"Graptophyllum","Nees",NA,"Acanthaceae"
8917,NA,"Gutzlaffia","Hance",9075,"Acanthaceae"
25199,NA,"Gymapsis","Bremek.",9075,"Acanthaceae"
20498,NA,"Gymnacanthus","Oerst.",9037,"Acanthaceae"
8918,NA,"Gymnostachyum","Nees",NA,"Acanthaceae"
8919,NA,"Gynocraterium","Bremek.",NA,"Acanthaceae"
17422,NA,"Gypsacanthus","Lott, V.Jaram. & Rzed.",NA,"Acanthaceae"
8920,NA,"Habracanthus","Nees",NA,"Acanthaceae"
20505,NA,"Haemacanthus","S.Moore",9046,"Acanthaceae"
8921,NA,"Hallieracantha","Stapf",9028,"Acanthaceae"
8922,NA,"Hansteinia","Oerst.",8920,"Acanthaceae"
20527,NA,"Haplanthera","Hochst.",9041,"Acanthaceae"
22085,NA,"Haplanthodes","Kuntze",NA,"Acanthaceae"
14801,NA,"Haplanthoides","H.W.Li",8814,"Acanthaceae"
8923,NA,"Haplanthus","Nees",8814,"Acanthaceae"
24982,NA,"Harnieria","Solms",8942,"Acanthaceae"
8924,NA,"Harpochilus","Nees",NA,"Acanthaceae"
23239,NA,"Harrachia","Jacq.",8872,"Acanthaceae"
20506,NA,"Haselhoffia","Lindau",9011,"Acanthaceae"
24986,NA,"Heinzelia","Nees",8942,"Acanthaceae"
25834,NA,"Hemiadelphis","Nees",8933,"Acanthaceae"
24983,NA,"Hemichoriste","Nees",8942,"Acanthaceae"
8925,NA,"Hemigraphis","Nees",NA,"Acanthaceae"
24984,NA,"Hemisandra","Scheidw.",8822,"Acanthaceae"
8926,NA,"Henrya","Nees",NA,"Acanthaceae"
8927,NA,"Herpetacanthus","Nees",NA,"Acanthaceae"
8928,NA,"Heteradelphia","Lindau",NA,"Acanthaceae"
24985,NA,"Heteraspidia","Rizzini",8942,"Acanthaceae"
8929,NA,"Himantochilus","T.Anderson ex Benth.",8818,"Acanthaceae"
8930,NA,"Holographis","Nees",NA,"Acanthaceae"
8931,NA,"Hoverdenia","Nees",NA,"Acanthaceae"
8932,NA,"Hulemacanthus","S.Moore",NA,"Acanthaceae"
24987,NA,"Hydromestus","Scheidw.",8822,"Acanthaceae"
8933,NA,"Hygrophila","R.Br.",NA,"Acanthaceae"
8934,NA,"Hymenochlaena","Bremek.",9075,"Acanthaceae"
8935,NA,"Hypoestes","Sol. ex R.Br.",NA,"Acanthaceae"
15968,NA,"Indoneesiella","Sreem.",NA,"Acanthaceae"
8936,NA,"Ionacanthus","Benoist",NA,"Acanthaceae"
24918,NA,"Isacanthus","Nees",9052,"Acanthaceae"
8343,NA,"Isaloa","Humbert",8829,"Acanthaceae"
20516,NA,"Isochoriste","Miq.",8825,"Acanthaceae"
8937,NA,"Isoglossa","Oerst.",NA,"Acanthaceae"
8938,NA,"Isotheca","Turrill",NA,"Acanthaceae"
8939,NA,"Ixtlania","M.E.Jones",8942,"Acanthaceae"
16183,NA,"Jacobinia","Nees ex Moric.",8942,"Acanthaceae"
8940,NA,"Jadunia","Lindau",NA,"Acanthaceae"
8941,NA,"Juruasia","Lindau",NA,"Acanthaceae"
8942,NA,"Justicia","L.",NA,"Acanthaceae"
22086,NA,"Kalbreyeracanthus","Wassh.",8920,"Acanthaceae"
8943,NA,"Kalbreyeriella","Lindau",NA,"Acanthaceae"
25186,NA,"Kanjarum","Ramam.",9075,"Acanthaceae"
24989,NA,"Kita","A.Chev.",8933,"Acanthaceae"
24990,NA,"Kjellbergia","Bremek.",9075,"Acanthaceae"
8944,NA,"Kolobochilus","Lindau",NA,"Acanthaceae"
8945,NA,"Kosmosiphon","Lindau",NA,"Acanthaceae"
8946,NA,"Kudoacanthus","Hosok.",NA,"Acanthaceae"
24988,NA,"Kuestera","Regel",8942,"Acanthaceae"
24926,NA,"Lagochilium","Nees",8822,"Acanthaceae"
8947,NA,"Lamiacanthus","Kuntze",9075,"Acanthaceae"
8948,NA,"Lankesteria","Lindl.",NA,"Acanthaceae"
25187,NA,"Larsenia","Bremek.",9075,"Acanthaceae"
8949,NA,"Lasiocladus","Bojer ex Nees",NA,"Acanthaceae"
8950,NA,"Leandriella","Benoist",NA,"Acanthaceae"
8951,NA,"Leda","C.B.Clarke",8937,"Acanthaceae"
25188,NA,"Leiophaca","Lindau",9106,"Acanthaceae"
24991,NA,"Lepidacanthus","C.Presl",8822,"Acanthaceae"
8952,NA,"Lepidagathis","Willd.",NA,"Acanthaceae"
8953,NA,"Leptacanthus","Nees",9075,"Acanthaceae"
8954,NA,"Leptosiphonium","F.Muell.",NA,"Acanthaceae"
17531,NA,"Leptostachya","Nees",NA,"Acanthaceae"
24992,NA,"Leucobarleria","Lindau",8983,"Acanthaceae"
24910,NA,"Leucoraphis","Nees",8839,"Acanthaceae"
24993,NA,"Liberatia","Rizzini",8959,"Acanthaceae"
24994,NA,"Libonia","K.Koch",8942,"Acanthaceae"
8955,NA,"Linariantha","B.L.Burtt & R.M.Sm.",NA,"Acanthaceae"
8956,NA,"Lindauea","Rendle",NA,"Acanthaceae"
24996,NA,"Linocalyx","Lindau",8942,"Acanthaceae"
15975,NA,"Lirayea","Pierre",8972,"Acanthaceae"
8957,NA,"Lissospermum","Bremek.",9075,"Acanthaceae"
8958,NA,"Listrobanthes","Bremek.",9075,"Acanthaceae"
8959,NA,"Lophostachys","Pohl",NA,"Acanthaceae"
24995,NA,"Lophothecium","Rizzini",8942,"Acanthaceae"
8960,NA,"Louteridium","S.Watson",NA,"Acanthaceae"
20526,NA,"Lundellia","Leonard",8930,"Acanthaceae"
24997,NA,"Lustrinia","Raf.",8942,"Acanthaceae"
8961,NA,"Lychniothyrsus","Lindau",NA,"Acanthaceae"
8962,NA,"Mackaya","Harv.",NA,"Acanthaceae"
8963,NA,"Mackenziea","Nees",9075,"Acanthaceae"
8964,NA,"Macrorungia","C.B.Clarke",8818,"Acanthaceae"
8966,NA,"Mananthes","Bremek.",8942,"Acanthaceae"
17729,NA,"Marcania","J.B.Imlay",NA,"Acanthaceae"
8967,NA,"Megalochlamys","Lindau",NA,"Acanthaceae"
8968,NA,"Megalostoma","Leonard",NA,"Acanthaceae"
8969,NA,"Megaskepasma","Lindau",NA,"Acanthaceae"
8970,NA,"Melittacanthus","S.Moore",NA,"Acanthaceae"
8971,NA,"Mellera","S.Moore",NA,"Acanthaceae"
8972,NA,"Mendoncia","Vell. ex Vand.",NA,"Acanthaceae"
14200,NA,"Metarungia","Baden",NA,"Acanthaceae"
14245,NA,"Mexacanthus","T.F.Daniel",NA,"Acanthaceae"
8973,NA,"Meyenia","Nees",NA,"Acanthaceae"
20979,NA,"Micranthus","J.C.Wendl.",9007,"Acanthaceae"
8974,NA,"Microstrobilus","Bremek.",9075,"Acanthaceae"
8975,NA,"Mimulopsis","Schweinf.",NA,"Acanthaceae"
8976,NA,"Mirandea","Rzed.",NA,"Acanthaceae"
15976,NA,"Monachochlamys","Baker",8972,"Acanthaceae"
8977,NA,"Monechma","Hochst.",NA,"Acanthaceae"
8978,NA,"Monothecium","Hochst.",NA,"Acanthaceae"
8979,NA,"Morsacanthus","Rizzini",NA,"Acanthaceae"
8980,NA,"Nelsonia","R.Br.",NA,"Acanthaceae"
8981,NA,"Neohallia","Hemsl.",NA,"Acanthaceae"
25189,NA,"Neolindenia","Baill.",8960,"Acanthaceae"
8384,NA,"Neozenkerina","Mildbr.",9064,"Acanthaceae"
8982,NA,"Neriacanthus","Benth.",NA,"Acanthaceae"
8983,NA,"Neuracanthus","Nees",NA,"Acanthaceae"
24998,NA,"Nicoteba","Lindau",8942,"Acanthaceae"
8984,NA,"Nilgirianthus","Bremek.",9075,"Acanthaceae"
8985,NA,"Nomaphila","Blume",8933,"Acanthaceae"
24999,NA,"Nothoruellia","Bremek.",9037,"Acanthaceae"
8986,NA,"Odontonema","Nees",NA,"Acanthaceae"
17508,NA,"Odontonemella","Lindau",8962,"Acanthaceae"
25194,NA,"Odontophyllum","Sreem.",8822,"Acanthaceae"
24915,NA,"Odontostigma","Zoll. & Moritzi",8918,"Acanthaceae"
20500,NA,"Onus","Gilli",8971,"Acanthaceae"
24927,NA,"Onychacanthus","Nees",8838,"Acanthaceae"
8987,NA,"Ophiorrhiziphyllon","Kurz",NA,"Acanthaceae"
8988,NA,"Oplonia","Raf.",NA,"Acanthaceae"
8989,NA,"Oreacanthus","Benth.",NA,"Acanthaceae"
8990,NA,"Oreothyrsus","Lindau",9028,"Acanthaceae"
8991,NA,"Orophochilus","Lindau",NA,"Acanthaceae"
20535,NA,"Orthotactus","Nees",8942,"Acanthaceae"
8992,NA,"Pachystachys","Nees",NA,"Acanthaceae"
8993,NA,"Pachystrobilus","Bremek.",9075,"Acanthaceae"
25000,NA,"Parabarleria","Baill.",8829,"Acanthaceae"
8994,NA,"Parachampionella","Bremek.",9075,"Acanthaceae"
8995,NA,"Paragoldfussia","Bremek.",9075,"Acanthaceae"
25503,NA,"Paragutzlaffia","H.P.Tsui",9075,"Acanthaceae"
25001,NA,"Parajusticia","Benoist",8942,"Acanthaceae"
8996,NA,"Pararuellia","Bremek.",NA,"Acanthaceae"
8997,NA,"Parastrobilanthes","Bremek.",9075,"Acanthaceae"
8998,NA,"Parasympagis","Bremek.",9075,"Acanthaceae"
25002,NA,"Parasystasia","Baill.",8825,"Acanthaceae"
17370,NA,"Paulowilhelmia","Hochst.",8905,"Acanthaceae"
8999,NA,"Pelecostemon","Leonard",NA,"Acanthaceae"
9000,NA,"Pentstemonacanthus","Nees",NA,"Acanthaceae"
9001,NA,"Perenideboles","Ram.Goyena",NA,"Acanthaceae"
17375,NA,"Periblema","DC.",8836,"Acanthaceae"
9002,NA,"Pericalypta","Benoist",NA,"Acanthaceae"
9003,NA,"Periestes","Baill.",8935,"Acanthaceae"
9004,NA,"Perilepta","Bremek.",9075,"Acanthaceae"
9005,NA,"Peristrophe","Nees",NA,"Acanthaceae"
25003,NA,"Petalanthera","Raf.",8942,"Acanthaceae"
9006,NA,"Petalidium","Nees",NA,"Acanthaceae"
24916,NA,"Petracanthus","Nees",8918,"Acanthaceae"
9007,NA,"Phaulopsis","Willd.",NA,"Acanthaceae"
16184,NA,"Phaylopsis","Willd.",9007,"Acanthaceae"
9008,NA,"Phialacanthus","Benth.",NA,"Acanthaceae"
25190,NA,"Phidiasia","Urb.",8986,"Acanthaceae"
20497,NA,"Phillipsia","Rolfe",8895,"Acanthaceae"
9009,NA,"Phlebophyllum","Nees",9075,"Acanthaceae"
9010,NA,"Phlogacanthus","Nees",NA,"Acanthaceae"
9011,NA,"Physacanthus","Benth.",NA,"Acanthaceae"
23579,NA,"Plaesianthera","(C.B.Clarke) Livera",8839,"Acanthaceae"
25004,NA,"Plagiacanthus","Nees",8942,"Acanthaceae"
24419,NA,"Plagiotheca","Chiov.",8937,"Acanthaceae"
9012,NA,"Plegmatolemma","Bremek.",8942,"Acanthaceae"
9013,NA,"Pleocaulus","Bremek.",9075,"Acanthaceae"
18164,NA,"Pleuroblepharis","Baill.",8872,"Acanthaceae"
9014,NA,"Podorungia","Baill.",NA,"Acanthaceae"
24922,NA,"Pogonospermum","Hochst.",8977,"Acanthaceae"
9015,NA,"Poikilacanthus","Lindau",NA,"Acanthaceae"
9016,NA,"Polylychnis","Bremek.",NA,"Acanthaceae"
23240,NA,"Polythrix","Nees",8872,"Acanthaceae"
9017,NA,"Polytrema","C.B.Clarke",9028,"Acanthaceae"
17373,NA,"Populina","Baill.",NA,"Acanthaceae"
24928,NA,"Porphyrocoma","Scheidw. ex Hook.",8942,"Acanthaceae"
24923,NA,"Pounguia","Benoist",9106,"Acanthaceae"
16171,NA,"Pranceacanthus","Wassh.",NA,"Acanthaceae"
20525,NA,"Pringleophytum","A.Gray",8930,"Acanthaceae"
20513,NA,"Prionitis","Oerst.",8829,"Acanthaceae"
24920,NA,"Psacadocalymma","Bremek.",8942,"Acanthaceae"
9018,NA,"Psacadopaepale","Bremek.",9075,"Acanthaceae"
25191,NA,"Pseudacanthopale","Benoist",9076,"Acanthaceae"
9019,NA,"Pseudaechmanthera","Bremek.",9075,"Acanthaceae"
9020,NA,"Pseuderanthemum","Radlk.",NA,"Acanthaceae"
20508,NA,"Pseudo-Barleria","Oerst.",8829,"Acanthaceae"
20502,NA,"Pseudobarleria","T.Anderson",9006,"Acanthaceae"
20507,NA,"Pseudoblepharis","Baill.",9052,"Acanthaceae"
9021,NA,"Pseudocalyx","Radlk.",NA,"Acanthaceae"
9022,NA,"Pseudodicliptera","Benoist",NA,"Acanthaceae"
9023,NA,"Pseudoruellia","Benoist",NA,"Acanthaceae"
9024,NA,"Pseudostenosiphonium","Lindau",9075,"Acanthaceae"
9025,NA,"Psilanthele","Lindau",NA,"Acanthaceae"
25005,NA,"Psiloesthes","Benoist",9005,"Acanthaceae"
9026,NA,"Pteracanthus","(Nees) Bremek.",9075,"Acanthaceae"
9027,NA,"Pteroptychia","Bremek.",9075,"Acanthaceae"
9028,NA,"Ptyssiglottis","T.Anderson",NA,"Acanthaceae"
14268,NA,"Pulchranthus","V.M.Baum, Reveal & Nowicke",NA,"Acanthaceae"
25006,NA,"Pupilla","Rizzini",8942,"Acanthaceae"
9029,NA,"Pyrrothrix","Bremek.",9075,"Acanthaceae"
25007,NA,"Ramusia","Nees",9005,"Acanthaceae"
9030,NA,"Razisea","Oerst.",NA,"Acanthaceae"
9031,NA,"Rhacodiscus","Lindau",8942,"Acanthaceae"
9032,NA,"Rhaphidospora","Nees",8942,"Acanthaceae"
9033,NA,"Rhinacanthus","Nees",NA,"Acanthaceae"
25008,NA,"Rhiphidosperma","G.Don",8942,"Acanthaceae"
9034,NA,"Rhombochlamys","Lindau",NA,"Acanthaceae"
17746,NA,"Rhyticalymma","Bremek.",8942,"Acanthaceae"
24919,NA,"Rhytiglossa","Nees ex Lindl.",8937,"Acanthaceae"
9035,NA,"Ritonia","Benoist",NA,"Acanthaceae"
25009,NA,"Rodatia","Raf.",8942,"Acanthaceae"
20984,NA,"Rostellaria","Nees",8942,"Acanthaceae"
9036,NA,"Rostellularia","Rchb.",8942,"Acanthaceae"
9037,NA,"Ruellia","L.",NA,"Acanthaceae"
24909,NA,"Ruelliola","Baill.",8839,"Acanthaceae"
9038,NA,"Ruelliopsis","C.B.Clarke",NA,"Acanthaceae"
9039,NA,"Rungia","Nees",NA,"Acanthaceae"
9040,NA,"Ruspolia","Lindau",NA,"Acanthaceae"
9041,NA,"Ruttya","Harv.",NA,"Acanthaceae"
25010,NA,"Saglorithys","Rizzini",8942,"Acanthaceae"
24307,NA,"Saintpauliopsis","Staner",NA,"Acanthaceae"
25480,NA,"Salpinctium","T.J.Edwards",8825,"Acanthaceae"
20524,NA,"Salpingantha","Lem.",9042,"Acanthaceae"
20523,NA,"Salpinxantha","Urb.",9042,"Acanthaceae"
9042,NA,"Salpixantha","Hook.",NA,"Acanthaceae"
20536,NA,"Salviacanthus","Lindau",8942,"Acanthaceae"
9043,NA,"Samuelssonia","Urb. & Ekman",NA,"Acanthaceae"
9044,NA,"Sanchezia","Ruiz & Pav.",NA,"Acanthaceae"
16185,NA,"Santapaua","N.P.Balakr. & Subr.",8933,"Acanthaceae"
9045,NA,"Sapphoa","Urb.",NA,"Acanthaceae"
24921,NA,"Sarojusticia","Bremek.",8942,"Acanthaceae"
20980,NA,"Sarotheca","Nees",8942,"Acanthaceae"
9046,NA,"Satanocrater","Schweinf.",NA,"Acanthaceae"
